Time,Delay
356.7343780532449,0.0
411.21754122829475,0.0
637.1703143622636,34.755773228187024
758.0543011434088,0.0
1025.5513885518756,0.0
1030.2253329121131,0.0
1047.6648993310528,150.34983929380564
1252.05843752017,17.568120689288207
1364.1921525261976,0.0
1561.0268888644368,0.0
1846.9412263354777,0.0
1933.6393223065736,18.922049295753368
1990.529245244647,0.0
2136.327467408878,0.0
2292.9738632560648,0.0
2362.8371823675416,0.0
2530.1302673056684,0.0
2653.418384350113,0.0
2862.159566537229,0.0
3339.4529607498166,0.0
3467.370677134261,0.0
3529.110763662458,152.37082729349413
3799.3223273851654,1.1928619032696588
4095.6157080648827,0.0
4257.509420087737,40.89346598251905
4320.672149838043,197.9080674251768
4360.119065318611,296.3145902408578
4499.275404355695,305.28856988459256
4510.988624152712,263.39612946416673
4660.892245377222,283.1614914183856
4664.608376653822,210.45304518045305
4823.109149889138,181.8323417047086
4906.44397386634,0.0
4924.991385915916,4.555755541210601
5073.663954048704,0.0
5181.87107122205,0.0
5848.333919025627,0.0
5915.591545224909,0.0
6246.92836376525,0.0
6408.427966997397,0.0
6461.572042946548,29.261978251950495
6574.43139081301,0.0
6852.592479642894,0.0
6917.36482171985,0.0
7332.676047641599,0.0
7393.670825760748,0.0
7944.823611426589,0.0
8103.765312062346,0.0
8104.05474673915,0.0
8371.228767238956,0.0
8444.872378501088,0.0
8643.721691755254,35.047165263875286
8834.737772259085,0.0
8878.004785377421,0.0
9253.992779470143,0.0
9469.606219394176,0.0
9725.876438052906,0.0
10052.815551632162,0.0
10143.447407355205,46.80691791208483
10244.474506697381,21.651272583905666
10266.719677243342,0.0
10588.101492255375,0.0
10935.135118937469,0.0
11204.21318915414,0.0
11636.548986148051,0.0
11924.435433115397,0.0
12126.651802923823,91.90095100876897
12141.881015788978,277.89640390089335
12372.753981883769,370.5493595725784
12479.491917367224,198.1871689749314
12621.838172483429,312.2474134689728
12746.922484578643,263.4099730289672
12915.179784455531,256.45299462579715
12959.698519349096,160.75605787834502
13051.489141666989,196.05116446121428
13098.503159810503,166.11151498935578
13508.061741927588,0.0
13684.389626643067,0.0
13819.634038612292,17.07934298721375
13835.351716016225,101.92619377181472
14128.102115445494,61.32467685548909
14183.605981225708,0.0
14190.7040193849,0.0
14252.970627598506,1.0561979865142348
14395.26191441541,0.0
14449.038862566353,0.0
14571.169719979218,0.0
14727.4558828962,0.0
14818.518713533445,0.0
15260.668023991382,0.0
15482.211311721592,0.0
15577.726806589755,0.0
15797.066192931383,0.0
15816.064225438111,0.0
16016.450691980332,0.0
16383.056497010502,0.0
16730.954872823102,0.0
16928.112606912124,0.0
17022.933832913353,0.0
17234.437825403296,0.0
17297.54616641694,0.0
17663.190852409578,0.0
17675.73763859178,0.0
17778.84868790493,8.163616665340669
18017.760595135453,0.0
18028.23893728269,0.0
18317.390706673472,0.0
18613.655135177672,0.0
18753.963568796207,0.0
18850.503456457704,0.0
18897.093037222654,0.0
19253.61194805839,0.0
19345.37487237878,0.0
19453.533823562397,0.0
19693.637969764022,0.0
19824.840645078704,0.0
20040.868213746446,1.172080767180887
20060.321169486037,15.24706411175066
20247.154536969552,0.39665475549918483
20272.571830224806,0.0
20653.65333904439,0.0
20851.20679579034,0.0
20953.107657306286,0.0
20972.69004942503,0.0
21131.664775086334,0.0
21371.542434925283,0.0
21407.83637954218,0.0
21495.266192233732,45.62911273947611
21643.736862656606,0.0
21677.02425013884,0.0
21788.292579843514,0.0
21972.622150641553,0.0
22291.936586459553,0.0
22528.51182100534,0.0
22685.383312059632,24.655104294881312
22730.473911009456,142.0478677645151
22747.706304103638,163.76888355772462
22855.133710530954,182.68887933445149
23077.537718445237,0.0
23284.389154853547,0.0
23689.94783828312,0.0
23737.66035531981,0.0
23856.639714650115,257.57755610031745
24040.90903593976,94.2984088510093
24178.04321585793,103.07965956020053
24253.477874444685,25.570795607960463
24347.20052317514,0.0
24442.294396619498,0.0
24673.39462924406,0.0
24809.153764797247,0.0
24981.476197550324,63.997260262698546
25032.515615546414,108.59870080780092
25140.593992583268,0.0
25299.316696125534,0.0
25773.624136960712,0.0
26001.376265394407,0.0
26315.59475625823,41.010879545036005
26387.863265679942,153.06878856710682
26425.3249198342,324.44118234904454
26612.28569991894,298.1368092856428
26742.31506482507,212.8393094108469
26750.740274865548,266.9343975889533
26823.216019684514,303.4725453373976
26961.229534238082,105.98710252550518
27035.97789790586,138.8157861323125
27063.16045521331,144.80939978429888
27277.840897120834,60.809552562164754
27329.018760858893,19.005789124006697
27416.260725669737,182.523309225915
27562.867740073543,157.81407547042545
27946.90487741685,0.0
27983.704684722972,0.0
28139.000790423583,72.01790861017071
28187.144108842193,0.0
28454.25587709564,0.0
28558.238484504804,0.0
28661.545723598352,74.10230683524424
28694.378292554084,0.0
28969.131635628604,0.0
29056.934699034457,0.0
29146.117281755174,2.3293904692691285
29263.844303390168,0.0
29884.146958526962,0.0
29900.866900421173,0.0
29975.22425943602,0.0
30363.083399380077,0.0
30555.588762624797,0.0
30727.752827375,0.0
31094.395379124348,0.0
31448.922238889387,0.0
31561.822355470482,0.0
31599.229111784443,80.39928960760881
32112.476485229738,0.0
32328.593096161352,0.0
32526.85981560545,0.0
32609.237376267847,0.0
33110.049663010876,0.0
33252.67838897418,0.0
33625.19523981723,0.0
33659.31966336431,0.0
33785.710809750206,20.88588198308571
34328.069709333075,0.0
34337.7048914976,0.0
34460.488314571114,46.14524223857006
