Time,Delay
51.92487376297623,0
312.9460110624944,0
370.22885103848046,0
984.4184814277833,0
1360.0641849927174,0
1675.2270710642067,0
1981.3393877078088,0
2406.954137999456,0
2474.617933206745,0
2677.969129830729,0
2810.101236590271,0
2933.5705926612623,0
2953.1636395684172,0
3086.5210297410313,0
3349.695617993739,0
3728.7500962592876,0
3801.795593257643,0
4016.4811096067506,0
4210.51774327945,0
4395.528975057524,0
4597.091130667973,0
5046.1203617198835,0
5048.237084364417,0
5258.017834079199,0
5387.2351888257635,0
5430.802959951662,0
5575.588806180903,0
5639.796288835712,0
5963.2685511729405,0
6139.312800291858,0
6324.358624846709,0
6932.061766757568,0
7366.146578153487,0
7376.351929910756,0
7608.798722933565,0
7729.978705218509,0
7770.37077392694,0
7794.020602122262,0
8255.200820997943,0
8265.299810802122,0
8537.721997264267,0
8817.617006651559,0
9197.942121033404,0
9310.06762279861,0
9345.895620413618,0
9783.8163326532,0
9914.53052025963,0
10020.600495305269,0
10331.098202689722,0
10399.264986268478,0
10422.100560538809,0
11048.75950178258,0
11098.981150903877,0
11426.123789729525,0
11464.44407474135,0
11780.312742680891,0
12080.813203429094,0
12418.150515405876,0
12513.081141578123,0
12571.2387508255,0
12863.62195614774,0
13479.22897533865,0
13703.024581489459,0
13782.799960707087,0
13981.09263400418,0
14039.932092570409,0
14093.349560446566,0
14167.699147541483,57.27488481960063
14320.324516986942,0
14479.141244225908,0
14690.956191160283,0
15057.491441386446,0
15385.725182197695,0
15627.076124406874,0
15652.187859191805,0
15922.70286471632,0
16010.792890622497,0
16177.907438969649,0
16271.903282836896,0
16469.022857985034,0
16519.80354027707,0
17047.708775275547,0
17243.377334774843,0
17274.711527008047,0
17470.76966351105,0
17605.32018073552,0
17851.86547654207,0
18123.843471644068,0
18307.433464545462,0
18603.031486753487,0
18764.808866521587,0
19034.574074445365,0
19128.189044449486,0
19336.426015314646,0
19533.194244021284,0
19729.530968204876,0
19932.32051261017,0
19979.30501196943,0
20347.04973657223,0
20486.504207333077,0
20558.120635683477,0
20839.28034033929,0
21142.804940777085,0
21168.32117793822,0
21302.74090796706,0
21410.287055654324,0
21559.885541669497,0
21656.05338140985,0
21825.21829698143,0
22067.14013020938,0
22166.554718396714,0
22440.981342962747,0
22765.650772580222,0
22800.826703655126,0
22824.398306706345,0
23079.436610574896,0
23264.952734118116,0
23409.48103994701,0
23431.519555734845,0
23843.426854006357,0
24086.159973037138,0
24236.504177552055,0
24290.538071596347,0
24455.85411415981,0
24515.94788673451,0
24563.662447171802,0
24569.080093780194,17.210428596245038
24712.43525128567,47.33280856026249
24844.11635599939,0
25366.94873335572,0
25397.638129467312,0
25770.23707880801,0
26151.182452307174,0
26222.13877635436,0
26307.397556105796,0
26514.10601897789,0
26843.919550539664,0
27307.652183337814,0
27372.331179327175,0
27739.259899109955,0
27761.685816818965,0
27864.3650805517,0
27906.857684190316,40.587625628351816
27929.43053735945,0
28252.86656070621,0
28516.573749501207,0
28586.66000574383,0
28706.46017892795,0
29070.312135838183,0
29296.252065817065,0
29373.482048465496,0
29406.294626192932,0
29558.06010977362,0
29638.120453065152,0
29692.12875094228,0
30073.560841548155,0
30291.636514165526,0
30372.616008464487,0
30415.32713009198,0
30670.24049760068,0
30675.70919679366,0
30772.43283645567,0
30993.069520876154,0
31038.911686197196,0
31345.481182070846,0
31583.90820441855,0
31815.807807758953,0
32004.53579444211,0
32029.714688504686,0
32368.577165479015,0
32628.04014605868,0
32649.52787254302,0
33031.88156640674,0
33219.5966161284,0
33239.77168301407,0
33907.525050804055,0
33998.90205919151,0
34087.670312682916,0
34488.73225274416,0
34651.01570361667,0
34701.600109988736,0
34847.79355207077,0
34982.250212428764,0
35347.52982579865,0
35357.77080801389,0
35679.94281334754,0
35933.13208112,0
35947.73388145858,0
35967.81643090268,0
36270.86357913318,0
36469.56861245999,0
36636.260245538,0
36889.434044377296,0
36977.659601055966,0
37158.999880550815,0
37437.53048484563,0
37700.19822016549,0
38092.42431249896,0
38096.29787955692,0
38444.22283255887,0
38691.4115026233,0
39056.95244469547,0
39193.33926048399,0
39198.14352608492,0
39631.67774330991,0
39672.13562815518,0
39683.46574865393,0
39947.65288296493,0
207.05786903933387,0
243.08581715252427,0
543.2454924637747,0
821.3387160494079,0
862.9624058333602,0
1003.0069093562205,0
1475.8295098159729,0
1799.0145354748427,0
1864.2477592686455,0
2093.642596348221,0
2329.7768724791767,0
2599.223333122014,0
2831.3502799134408,0
3344.920564561041,0
3664.2074721708786,0
3755.4359115206007,0
4106.747736500934,0
4377.437287415249,0
4594.112025656247,0
4992.4100144459,0
5083.759341030982,0
5116.129648414409,0
5397.0381935495025,0
5433.2987945842315,0
5760.980280155863,0
5831.871312263306,0
5924.471231604155,0
6331.376882078352,0
6542.021811391292,0
6754.041843837065,0
7041.487470260224,0
7217.780167085375,0
7486.455728023753,0
7696.418073017913,0
7786.418678339779,0
7843.746475275949,0
8027.601424740234,0
8147.97055744066,0
8281.384957336702,0
8585.446716740698,0
8860.420117768788,0
8908.66060456335,0
8970.363524425333,0
9112.128189613659,0
9503.49275045912,0
9697.108829548875,0
9712.526045850484,0
9816.125572709525,0
9903.413974309267,0
9982.473091433381,0
10092.220832627854,0
10200.212556716946,0
10216.92829507505,0
10362.133364603138,0
10433.6019186032,0
10497.282165860357,0
10580.533581391246,0
10714.56459591186,0
10920.75396894975,0
10926.120535035001,0
11016.016392111926,0
11403.154666737997,0
11512.169652444058,0
11541.435173607284,0
12050.063518946969,0
12245.623566894827,0
12265.512213397653,0
12461.36603864279,0
12770.114319062908,0
12825.803734710678,0
12869.889382373505,0
13109.739808958317,0
13258.516226865167,0
13308.65860994156,0
13562.632888757089,0
13667.513479960162,0
13680.583844101891,0
13830.73675165039,0
14009.503945556828,0
14017.454669167704,0
14160.948492245421,0
14363.676829296477,0
14481.405644165225,0
14868.739407196925,0
14959.021249386367,0
15425.012534870719,0
15561.76525312424,0
16004.499310148194,0
16132.015563452194,0
16642.56155206561,0
16673.843767401188,0
16681.234283976977,0
16891.772063154775,0
16921.316935417,0
17014.947741331973,0
17362.652965652283,0
17380.99040382408,0
17581.21161448821,0
17619.075824351374,0
17771.296002124272,0
17905.259442873532,0
18106.768434454436,0
18185.123272668374,0
18523.292435096006,0
18576.5208409519,0
18820.83484178087,0
19232.383754018345,0
19488.533049036672,0
19624.620542114146,0
19679.466271521327,0
19918.80177087903,0
20029.56536491763,0
20042.07297429097,0
20207.60856285209,0
20222.46601670258,0
20233.288155447826,0
20435.303887456634,0
20778.686935671798,0
20813.633120662922,0
20878.089827560125,0
21086.51041951045,0
21118.94659201683,0
21448.50310309493,0
21539.301944980754,0
21761.04642772885,0
21829.708113678666,0
21935.65719642154,0
22133.965435781807,0
22185.068025572265,0
22562.43092105774,0
22602.837622121115,0
22825.215424699276,0
22858.947426614617,0
22893.636014548465,0
23078.711147030375,24.174625119812845
23118.918575863914,0
23322.22686514049,0
23830.503989027613,0
23923.264708658015,0
24188.024461787845,0
24232.696737939594,0
24561.724294454838,0
24721.477486834854,0
24790.61441408424,0
25305.804707250405,0
25566.575189489922,0
25780.28034107388,0
25981.953822631294,0
26026.14286194789,0
26037.68908844521,0
26066.005477300223,68.48644280715962
26092.56194985363,2.25143782583109
26675.13628893885,0
26831.957285992594,0
27138.510010867256,0
27246.060585112642,0
27354.299268552706,0
27594.98605355941,0
27648.759270996186,0
27787.413305768652,0
28062.46239328035,0
28409.90230592764,0
28653.780794218117,0
28684.23079273239,0
28697.69719060688,0
29108.965685952888,0
