time,delaytime,throughput,
440.891,0,2,
663.813,0,3,
695.114,0,4,
1009.54,0,5,
1234.82,7.44214,6,
1356.91,7.44214,7,
1497.15,6.76558,8,
1545.33,6.76558,9,
1843.88,6.20178,10,
2036.81,5.31581,11,
2212.84,6.32723,12,
2237.07,5.95504,13,
2323.87,5.95504,14,
2551.71,10.5212,15,
2581.47,10.5212,16,
2871.83,9.96744,17,
2970.37,9.46907,18,
3112,9.46907,19,
3517.34,8.60825,20,
3774.61,7.89089,21,
3839.84,7.89089,22,
4018.05,7.2839,23,
4042.66,7.2839,24,
4279.53,7.01413,25,
4334.73,6.76362,26,
4589.49,6.53039,27,
4764.14,6.10908,28,
4790.89,6.10908,29,
4974.99,5.91817,30,
5018.21,5.91817,31,
5295.75,5.57004,32,
5587.39,5.2606,33,
5694.94,5.11842,34,
5711.9,4.98372,35,
5776.89,4.98372,36,
5951.99,4.73454,37,
6026.4,4.73454,38,
6342.16,4.50908,39,
6600.89,4.43306,40,
6806.29,4.92258,41,
6823.56,4.92258,42,
7064.18,4.81557,43,
7420.29,4.61492,44,
7515.53,4.61492,45,
7596.64,4.52073,46,
7778.3,4.43032,47,
8007.51,4.43032,48,
8283.3,4.39191,49,
8428.3,4.39191,50,
8449.82,4.39191,51,
8563.18,4.31057,52,
8606.28,4.31057,53,
592.967,0,0,
948.593,0,1,
1066.32,0,2,
1215.86,0,3,
1231.64,0,4,
1353.34,0,5,
1805.65,0,6,
2039.34,0,7,
2668.7,0,8,
2727.23,0,9,
3019.25,0,10,
3129.13,0,11,
3148.94,0,12,
3437.93,0,13,
3479.73,0,14,
3578.1,0,15,
3823.63,0,16,
3948.05,0,17,
4116.18,0,18,
4412.02,0,19,
4515.37,0,20,
5034.09,7.36178,21,
5229.29,14.1162,22,
5389.45,14.1162,23,
5536.33,17.6543,24,
5683.63,17.6543,25,
5836.44,17.0455,26,
6072.7,16.4774,27,
6091.58,16.4774,28,
6245.48,15.9458,29,
6444.76,14.9794,30,
6553.34,14.5388,31,
6665.18,14.5388,32,
6848.17,14.1234,33,
7063.19,13.36,34,
7160.98,13.0084,35,
7261.91,13.0084,36,
7272.34,13.0084,37,
7752.57,12.6749,38,
8172.14,11.7695,39,
8191.46,11.7695,40,
8370.18,11.2346,41,
8565.01,10.9849,42,
599.49,0,0,
620.527,0,1,
726.349,0,2,
787.329,0,3,
1059.72,0,4,
1545.39,0,5,
1650.19,0,6,
1739.29,0,7,
1786.41,0,8,
1948.61,0,9,
2212.49,0,10,
2283.09,0,11,
2367.2,0,12,
2380.38,0,13,
2636.63,0,14,
2690.8,0,15,
3546.69,0,16,
3758.51,0,17,
3909.31,0,18,
3954.61,0,19,
4227.76,0.967018,20,
4410.07,0.967018,21,
4410.22,0.967018,22,
4813.13,29.7394,23,
4841.76,34.9834,24,
4922.85,33.7771,25,
4999.78,33.7771,26,
5026.14,33.7771,27,
5115.15,33.7771,28,
5369.16,30.6105,29,
5404.42,30.6105,30,
5561.19,28.8099,31,
5601.5,27.9867,32,
5682.45,27.9867,33,
5906.74,27.2093,34,
6140.77,26.474,35,
6155.61,26.474,36,
6288.89,25.7773,37,
6686.01,24.4884,38,
6911.93,23.8911,39,
6942.31,23.8911,40,
7251.92,22.2622,41,
7351.84,21.7675,42,
7418.72,21.7675,43,
7531.77,21.7675,44,
8055.64,20.407,45,
8209.34,20.407,46,
8477.08,19.5907,47,
8530,19.2066,48,
8561.11,19.2066,49,
8613.94,19.2066,50,
382.308,0,0,
439.283,0,1,
763.912,0,2,
811.716,0,3,
999.051,0,4,
1073.08,0,5,
1489.43,0,6,
1732.22,0,7,
1838.07,0,8,
2040.31,0,9,
2095.47,0,10,
2107.75,0,11,
2184.69,0,12,
2339.03,0,13,
2745.1,0,14,
2879.25,0,15,
3116.66,0,16,
3316.15,0,17,
3332.18,0,18,
3445.85,0,19,
3649.39,0,20,
4055.89,0,21,
4085.2,0,22,
4240.4,0,23,
4417.92,0,24,
4762.44,0,25,
5056.93,0,26,
5247.29,0,27,
5378.75,0,28,
5419.3,0,29,
5590.75,0,30,
5946.81,0,31,
6014.95,0,32,
6063.32,0,33,
6329.16,0,34,
6768.28,0,35,
6898.09,0,36,
7023.41,0,37,
7390.9,0.702606,38,
7635.59,2.02606,39,
7701.04,2.54068,40,
7830.79,2.83479,41,
7905.78,3.25742,42,
8036.61,5.80473,43,
8101.64,5.80473,44,
8333.68,5.80473,45,
8393.38,5.80473,46,
444.187,0,0,
584.672,0,1,
674.198,0,2,
880.309,0,3,
964.097,0,4,
1120.55,0,5,
1533.54,0,6,
1704.48,0,7,
1981.53,0,8,
2071.91,0,9,
2232.29,0,10,
2586.34,0,11,
2804.35,0,12,
2881.56,0,13,
3342.12,0,14,
3524.57,0,15,
3621.32,0,16,
4039.23,0,17,
4122.46,0,18,
4216.92,0,19,
4542.51,0,20,
4669.98,0,21,
4800.89,0,22,
4966.83,0,23,
5284.63,0,24,
5359.22,0,25,
5711.45,0,26,
5975.86,0,27,
6174.58,0,28,
6247.4,0,29,
6454.62,0,30,
6929.65,0,31,
7150.43,4.35527,32,
7247.99,7.00609,33,
7572.38,13.4637,34,
7693.34,19.4109,35,
7789.83,19.4109,36,
7927.64,31.28,37,
7973.15,31.28,38,
8163.47,35.5129,39,
8200.31,35.5129,40,
8277.07,34.687,41,
140.542,0,0,
270.7,0,1,
672.053,0,2,
1075.33,0.556709,3,
1148.07,0.556709,4,
1306.8,0.556709,5,
1542.14,0.487121,6,
1724.55,0.432996,7,
1930.63,0.432996,8,
2228.07,0.324747,9,
2343.8,0.299767,10,
2491.43,0.299767,11,
2554.21,0.299767,12,
2964.61,0.259798,13,
3236.87,0.229233,14,
3306.9,0.216498,15,
3640.31,2.89811,16,
3727.47,2.89811,17,
3982.38,2.76011,18,
3984.45,2.76011,19,
4199,2.76011,20,
4617.24,2.4151,21,
4665.42,2.4151,22,
4789.02,2.31849,23,
5162.08,2.31849,24,
5496.81,2.14675,25,
5546.88,2.14675,26,
5943.49,5.01129,27,
6273.17,16.0638,28,
6365.14,15.6101,29,
6398.3,15.6101,30,
7142.14,28.3137,31,
7379.11,46.1117,32,
7399.45,46.1117,33,
7699.52,83.7413,34,
7714.26,83.7413,35,
7842.08,97.2929,36,
7846.02,97.2929,37,
8187.26,103.184,38,
8262.43,103.184,39,
8295.22,106.861,40,
8462.83,104.433,41,
8616.83,102.112,42,
537.591,0,0,
706.09,2.93927,1,
952.82,27.9585,2,
1117,42.6922,3,
1252.74,42.6922,4,
1328.91,71.8778,5,
1433.62,64.6901,6,
1438.31,64.6901,7,
1696.78,58.8091,8,
1772.51,58.8091,9,
1807.79,53.9084,10,
1903.84,46.2072,11,
2068.77,43.1267,12,
2120.39,43.1267,13,
2295.57,38.053,14,
2403.46,35.9389,15,
2474.62,35.9389,16,
2617.51,35.9389,17,
2919.1,34.0474,18,
3300.16,30.8048,19,
3744.88,28.1261,20,
3836.37,28.1261,21,
3878.05,26.9542,22,
3949.51,26.9542,23,
4279.2,24.8808,24,
4529.78,23.9593,25,
4626.93,23.1036,26,
5102.21,21.5634,27,
5232.07,20.8678,28,
5315.98,20.8678,29,
5374.47,20.2156,30,
5602.09,20.2156,31,
6226.69,18.4829,32,
6493.59,19.8956,33,
6623.1,19.8956,34,
6634.78,19.8956,35,
6810.72,21.8591,36,
6981.35,21.3126,37,
7009.04,21.3126,38,
7145.33,20.7928,39,
7410.15,20.2977,40,
7696.66,20.2977,41,
8230.14,18.9446,42,
8379.85,18.9446,43,
8430.74,18.5327,44,
8602.77,18.5327,45,
227.296,0,0,
434.945,0,1,
490.577,0,2,
565.18,0,3,
930.019,0,4,
1132.01,0,5,
1895.46,0.455233,6,
2074.3,3.17155,7,
2213.15,3.17155,8,
2290.43,2.90725,9,
2471.29,2.68362,10,
2525.73,2.49193,11,
2632.95,2.3258,12,
2651.12,2.3258,13,
2817.93,2.18044,14,
3035.46,1.83616,15,
3233.55,3.76609,16,
3352.19,8.5585,17,
3438.11,8.5585,18,
3587.6,8.16947,19,
3876.76,9.97943,20,
3893.41,9.97943,21,
4079.12,9.21178,22,
4148.88,8.8706,23,
4229.91,8.8706,24,
4344.48,8.55379,25,
4443.94,8.55379,26,
4592.7,8.55379,27,
4925.07,7.98354,28,
5111.49,7.72601,29,
5182.94,7.48457,30,
5292.2,7.25776,31,
5471.93,7.0443,32,
5518.61,7.0443,33,
6076.74,9.70273,34,
6125.01,10.7206,35,
6248.63,10.7206,36,
6260.89,10.7206,37,
6687.89,10.1977,38,
7100.8,9.95486,39,
7178.74,9.72335,40,
7451.85,9.72335,41,
7562.41,9.50236,42,
7570.57,9.50236,43,
8041.6,9.08922,44,
8132.92,8.89583,45,
8217.05,8.89583,46,
