time,delaytime,throughput,
6995.4,38.6706,37,
7059.52,38.6706,38,
7130.99,38.6706,39,
7380.5,36.8292,40,
7528.68,35.9727,41,
7656.99,35.1551,42,
8518.55,36.9705,43,
401.696,0,0,
514.044,0,1,
749.238,0,2,
883.886,0,3,
995.112,0,4,
1078.25,0,5,
1515.62,0,6,
1747.27,0,7,
2060.55,6.55238,8,
2080.75,6.55238,9,
2416.94,13.0195,10,
2642.77,25.9642,11,
2696.59,35.6023,12,
3000.15,35.6023,13,
3241.03,59.1096,14,
3443.27,114.786,15,
3454.85,114.786,16,
3598.86,114.786,17,
3711.59,132.874,18,
3847.45,132.874,19,
3973.91,141.123,20,
4000.92,141.123,21,
4059.63,137.029,22,
4156.27,137.029,23,
4403.94,125.661,24,
4434.35,122.505,25,
4582.77,123.426,26,
4698.86,123.426,27,
4849.99,123.426,28,
5022.04,119.444,29,
5461.89,115.712,30,
5620.45,112.205,31,
5723.52,112.205,32,
6015.12,105.793,33,
6111.24,105.793,34,
6273.23,102.855,35,
6369.15,100.075,36,
6594.22,97.4413,37,
7064.22,92.5692,38,
7284.37,88.1612,39,
7293.69,88.1612,40,
7402.21,86.1109,41,
7469.69,84.1538,42,
7727.91,80.495,43,
8022.23,78.7823,44,
8065.87,78.7823,45,
8373.33,76.534,46,
8377.59,76.534,47,
8439.98,76.534,48,
520.582,0,0,
666.601,0,1,
693.604,0,2,
890.52,0,3,
966.379,0,4,
1097.5,0,5,
1367.35,0,6,
1886.74,8.81647,7,
2138.48,8.81647,8,
2150.26,8.81647,9,
2519.79,7.46009,10,
2662.1,6.92723,11,
2882.53,6.46541,12,
2887.67,6.46541,13,
3056.6,11.3808,14,
3388.5,27.6915,15,
3417.19,33.1383,16,
3761.93,33.1383,17,
3924.93,51.5678,18,
4141.24,70.5662,19,
4397.72,105.775,20,
4473.52,116.779,21,
4479.49,116.779,22,
4636.72,116.779,23,
5006.02,134.421,24,
5253.64,134.421,25,
5397.86,161.333,26,
5552.96,161.333,27,
5642.65,174.837,28,
5729.15,193.001,29,
5756.93,192.451,30,
5916.22,191.778,31,
5984.94,189.441,32,
6048.82,187.399,33,
6162.12,187.399,34,
6442.93,180.906,35,
6582.76,177.36,36,
6585.65,177.36,37,
6662.22,177.36,38,
6704.88,177.36,39,
6998.81,169.111,40,
7273.25,165.267,41,
7417.23,162.825,42,
7637.34,159.401,43,
7998.13,158.422,44,
8293.24,156.379,45,
8325.88,156.379,46,
8410.42,156.379,47,
8449.03,156.379,48,
115.722,0,0,
255.509,0,1,
737.072,0,2,
857.407,0,3,
2210.32,0,4,
2314.42,99.3826,5,
2339.29,190.166,6,
2594.61,235.426,7,
2706.68,235.426,8,
3157.85,326.413,9,
3762.35,326.413,10,
4183.6,401.14,11,
4511.47,572.816,12,
4798.24,653.869,13,
5097.43,653.869,14,
5136.76,788.798,15,
5267.15,788.798,16,
5375.55,836.816,17,
5542.03,921.31,18,
5620.75,963.858,19,
5627.39,963.858,20,
5697.04,973.164,21,
5794.63,973.164,22,
5943.85,983.545,23,
6100.23,983.545,24,
6340.66,974.014,25,
6660.94,975.431,26,
6813.27,975.431,27,
7365.72,981.162,28,
7480.63,1006.46,29,
7608.79,1015.52,30,
7927.23,1032.12,31,
8098.32,1048.97,32,
8302.43,1069.01,33,
8397.95,1100.91,34,
8402.83,1100.91,35,
551.448,0,0,
869.787,39.835,1,
946.738,63.6814,2,
1151.55,81.252,3,
1296.69,81.252,4,
1434.7,110.954,5,
1532.9,110.013,6,
1719.56,119.428,7,
1787.72,113,8,
1811.23,113,9,
2022.63,104.308,10,
2307.78,107.406,11,
2721.81,128.779,12,
2884.73,144.418,13,
2952.06,153.51,14,
3188.6,153.51,15,
3526.44,194.059,16,
3892.11,217.866,17,
3920.2,217.866,18,
4074.33,258.225,19,
4440.86,284.617,20,
4684.6,284.617,21,
4774.96,340.4,22,
4839.42,356.354,23,
4904.4,371.427,24,
5457.61,371.427,25,
5483.76,414.768,26,
5589.94,426.926,27,
5669.85,425.696,28,
5938,425.696,29,
6024.4,426.273,30,
6113.17,426.273,31,
6121.65,418.239,32,
6368.77,395.631,33,
6514.3,395.631,34,
6734.57,386.169,35,
6831.37,378.588,36,
6979.69,369.124,37,
7144.86,360.441,38,
7350.98,353.271,39,
7432.58,347.87,40,
7529.85,339.964,41,
7586.41,332.41,42,
7712.28,332.41,43,
7815.12,325.183,44,
7998.02,318.264,45,
8414.58,305.274,46,
231.395,0,0,
410.491,0,1,
536.392,0,2,
544.246,0,3,
933.592,0,4,
1143.03,0,5,
2041.56,0,6,
2678.14,108.972,7,
2685.28,108.972,8,
2822.75,108.972,9,
2900.69,139.353,10,
2934.31,160.654,11,
3096,160.654,12,
3211.93,156.12,13,
3347,146.936,14,
3532.97,138.773,15,
3630.92,131.469,16,
3718.85,124.896,17,
4013.09,118.948,18,
4306.7,113.541,19,
4379.95,108.605,20,
4457.12,108.605,21,
4642.7,99.9165,22,
4719.22,96.0736,23,
4787.43,96.0736,24,
4814.95,96.0736,25,
4922.4,89.2112,26,
5418.35,83.2638,27,
5751.35,80.5778,28,
5870.81,80.5778,29,
6102.11,75.6943,30,
6442.36,73.468,31,
6485.32,73.468,32,
6600.7,71.3689,33,
6884.76,67.5112,34,
6997.24,65.7345,35,
7241.41,64.049,36,
7446.96,71.028,37,
7772.58,71.028,38,
7837.96,86.4172,39,
8049.56,93.3442,40,
8103.34,96.5627,41,
8262.01,95.5576,42,
8316.87,95.5576,43,
